"slug","idx","url","price","note","saved_at"
"03_programs_a5","1","https://poligrafiya-moscow.ru/pechat-listovok-a5.html","3000","А5 4+4, тираж 300","2026-06-18 10:28:53 +03:00"
"03_programs_a5","2","https://kopirka.ru/uslugi/operativnaya-poligrafiya/listovki/","2610","листовка А5, тираж 300","2026-06-18 10:28:53 +03:00"
"03_programs_a5","3","https://www.galla-m.ru/poligrafiya/listovki/listovki-a5/","2100","листовки А5, тираж 300","2026-06-18 10:28:53 +03:00"
